58 22.3319299221
74 22.3505129814
70 22.659265995
53 23.0311288834
69 23.0418188572
70 23.3844578266
65 23.741330862
50 23.7715637684
70 24.1654798985
46 24.5038499832
74 24.5615749359
70 24.9026007652
48 25.247579813
75 25.2594518661
70 25.6118359566
50 26.0243117809
77 26.0303378105
70 26.375330925
45 26.7712337971
72 26.7770698071
69 27.1391489506
48 27.5193929672
67 27.5355439186
69 27.8798167706
53 28.2998387814
65 28.3207228184
69 28.6583328247
72 29.0269229412
57 29.0304839611
65 29.3940968513
58 29.7442278862
74 29.7683188915
65 30.144258976
57 30.1477890015
55 30.4904167652
75 30.5007648468
53 30.8459379673
65 30.8666298389
58 31.2500908375
74 31.279034853
68 31.6350929737
75 32.0172028542
60 32.0207929611
67 32.4129920006
77 32.8032867908
62 32.8149287701
65 33.1729719639
63 33.5579118729
79 33.5614509583
77 33.9503519535
65 34.2993187904
81 34.3120718002
75 34.696518898
82 35.0787367821
67 35.1098489761
74 35.4580087662
69 35.809388876
72 35.8152909279
75 36.157463789
70 36.5200707912
74 36.5259997845
72 36.9283099174
58 37.2541458607
74 37.2668578625
70 37.6341919899
65 38.007904768
72 38.0172169209
69 38.3855137825
53 38.7010829449
67 38.7287929058
69 39.0855798721
57 39.4881148338
65 39.5066127777
75 40.3239119053
74 41.0910959244
58 41.1084308624
70 41.4650108814
53 41.8278508186
69 41.8428649902
70 42.165640831
50 42.5332479477
65 42.5448389053
70 42.9207429886
46 43.2779989243
74 43.2897357941
70 43.6324698925
48 44.0014588833
75 44.01897192
70 44.4082357883
50 44.7810328007
77 44.7987699509
70 45.1696178913
45 45.5440158844
72 45.5704658031
69 45.9313428402
48 46.2700998783
67 46.2911059856
69 46.6357238293
65 47.0279757977
53 47.0408427715
69 47.3993828297
72 47.7815799713
57 47.7852118015
65 48.1422817707
58 48.4785377979
74 48.5200989246
57 48.8530499935
65 48.8635108471
55 49.2182347775
75 49.2630689144
53 49.5873479843
65 49.6116578579
58 49.9951279163
74 49.9998347759
72 50.3543729782
60 50.7326519489
76 50.7374629974
70 51.1435189247
77 51.5029377937
62 51.5320689678
69 51.8894979954
52 52.2465598583
67 52.2524328232
70 52.6431419849
50 53.0458939075
65 53.0482847691
70 53.4208548069
48 53.7997210026
64 53.7999858856
70 54.1477179527
