53 54.5278477669
69 54.5498509407
72 54.9056367874
46 55.2633287907
69 55.2853229046
65 55.6307578087
48 56.0182127953
60 56.033290863
64 56.3713037968
41 56.745210886
65 56.7799887657
45 57.0915029049
48 57.4941818714
53 57.8401939869
67 57.8623728752
69 58.0540189743
55 58.2613799572
70 58.2823097706
69 58.4921789169
57 58.666328907
70 58.6733319759
72 58.8431568146
74 59.0764689445
58 59.0835819244
70 59.4651629925
53 59.8164658546
69 59.8465077877
70 60.1615219116
65 60.5587527752
50 60.5681049824
70 60.9453318119
74 61.3337569237
46 61.3487708569
70 61.6997168064
48 62.0673120022
75 62.0847718716
70 62.4370868206
77 62.7978889942
50 62.8071417809
70 63.1574478149
45 63.5372798443
72 63.5827028751
69 63.9660339355
67 64.3150088787
48 64.316275835
69 64.6578447819
65 65.0642697811
53 65.0933988094
69 65.4495790005
57 65.819865942
72 65.8258628845
65 66.1762797832
58 66.5187239647
74 66.5524368286
57 66.8581798077
65 66.884791851
55 67.2450828552
75 67.2709999084
65 67.6238639355
53 67.6274209023
58 68.0048499107
74 68.0363559723
68 68.4216189384
60 68.7802219391
75 68.7814919949
67 69.1701447964
62 69.5430128574
77 69.553565979
65 69.9255599976
63 70.3091487885
79 70.3264148235
77 70.6923248768
65 71.0461499691
81 71.0706458092
75 71.4333679676
82 71.7924859524
67 71.8201899529
74 72.1804699898
69 72.5810649395
72 72.5823338032
75 72.9315228462
70 73.3349919319
74 73.3362548351
72 73.6971077919
58 74.0749337673
74 74.0796508789
70 74.4515929222
72 74.7942018509
65 74.8229308128
69 75.1665718555
67 75.5480527878
53 75.5539457798
69 75.9124758244
57 76.3141977787
65 76.3212089539
75 77.0221028328
74 77.7284309864
58 77.7746517658
70 78.1278498173
53 78.5122888088
69 78.5414228439
70 78.9057347775
50 79.2808628082
65 79.2832849026
70 79.670571804
46 80.0450649261
74 80.0647139549
70 80.4388148785
75 80.8089947701
48 80.8148598671
70 81.1900498867
50 81.5574879646
77 81.5623528957
70 81.937117815
45 82.3142318726
72 82.3361938
69 82.7053358555
48 83.0570719242
67 83.0836789608
69 83.4331588745
65 83.8001959324
53 83.8107638359
69 84.166123867
57 84.5447978973
72 84.5530078411
65 84.8915867805
58 85.2596349716
74 85.2907018661
57 85.6008517742
65 85.6170639992
75 85.9944288731
55 86.0002758503
53 86.3660068512
65 86.3766479492
58 86.7654249668
74 86.7666928768
72 87.1221959591
60 87.5061988831
76 87.5338850021
70 87.9288678169
77 88.2746767998
62 88.2770938873
69 88.6633827686
52 89.0265138149
67 89.0393278599
70 89.415583849
50 89.7984938622
65 89.8113048077
70 90.1808998585
48 90.5729839802
64 90.576540947
70 90.9347479343
69 91.3014848232
53 91.3027648926
72 91.6915009022
46 92.0467097759
69 92.0584108829
65 92.4166479111
48 92.7793049812
60 92.8070089817
64 93.1345069408
53 93.5406508446
65 93.5489008427
48 94.0020098686
45 94.3655979633
81 98.8615767956
41 98.8640019894
77 99.2203578949
48 99.5686469078
76 99.5861728191
77 99.902176857
53 100.267239809
72 100.284769773
77 100.661082983
51 101.029370785
81 101.032973766
77 101.411731958
50 101.765938997
82 101.768353939
77 102.16344285
46 102.511285782
81 102.532183886
77 102.913521767
51 103.265527964
79 103.277261972
75 103.635931969
55 104.00075078
74 104.012336969
75 104.419137001
56 104.764950991
72 104.781187773
75 105.163592815
77 105.528367996
50 105.530782938
74 105.90080595
77 106.281566858
55 106.281850815
72 106.670379877
74 106.70162487
77 107.060483932
43 107.064114809
71 107.414680958
72 107.776737928
48 107.778018951
75 108.205064774
78 108.574103832
57 108.575371981
72 108.963733912
55 109.317642927
81 109.332779884
72 109.691362858
54 110.060467958
69 110.062929869
72 110.468487978
50 110.819518805
66 110.847340822
72 111.180446863
54 111.527219772
62 111.541267872
72 111.910205841
55 112.263775826
70 112.282311916
75 112.637499809
46 113.000509977
74 113.022356987
70 113.383155823
50 113.748405933
72 113.762420893
69 114.129542828
43 114.488078833
67 114.498470783
45 114.825557947
46 115.300267935
48 115.665479898
69 115.688751936
70 115.881705999
69 116.099526882
50 116.107658863
67 116.30783391
65 116.498093843
51 116.50737977
63 116.663380861
62 116.880858898
53 116.892589808
70 117.242596865
51 117.574102879
69 117.59027195
70 117.933498859
50 118.279216766
77 118.29647994
70 118.67010498
53 119.048277855
80 119.051832914
70 119.410092831
51 119.789089918
79 119.814664841
70 120.174656868
77 120.556251764
50 120.563420773
70 120.908241987
55 121.302663803
63 121.309777975
70 121.685702801
53 122.067826986
69 122.075978994
70 122.439231873
79 122.800511837
51 122.805254936
70 123.178184986
63 123.586134911
55 123.596783876
70 123.97701478
53 124.352441788
65 124.384739876
70 124.735804796
51 125.095027924
67 125.128309965
70 125.473148823
72 125.863623857
56 125.868266821
70 126.216914892
58 126.663842916
74 126.668540955
68 127.000891924
75 127.300427914
60 127.302846909
67 127.67591095
62 128.049504995
77 128.119898796
75 128.426746845
63 128.759276867
79 128.785802841
74 129.15285182
65 129.50519681
81 129.514443874
72 129.885044813
67 130.330011845
82 130.333680868
81 130.681675911
69 131.076512814
79 131.097349882
77 131.439238787
70 131.795362949
75 131.800067902
74 132.219497919
72 132.581860781
65 132.588913918
70 132.944856882
69 133.323301792
53 133.324566841
67 133.669420958
65 134.020481825
57 134.028734922
63 134.393799782
62 134.781548977
77 135.180547953
50 135.560414791
79 135.575545788
77 135.897673845
72 136.314714909
53 136.328613997
77 136.701906919
55 137.073013783
71 137.089214802
77 137.467306852
69 137.829735994
57 137.830959797
77 138.189623833
59 138.581526995
67 138.58400178
77 138.955830812
60 139.330853939
75 139.722147942
48 140.111149788
77 140.121786833
75 140.457578897
51 140.821992874
70 140.83277297
75 141.197539806
53 141.556258917
69 141.586144924
75 141.909249783
55 142.287306786
67 142.308131933
75 142.68231082
57 143.047707796
65 143.073193789
75 143.38483882
74 143.785573959
58 143.791501999
77 144.182131767
51 144.570169926
74 144.571431875
70 144.940254927
65 145.365802765
53 145.370669842
69 145.704912901
70 146.069828987
46 146.069928885
50 146.426132917
48 146.76451993
72 146.970176935
74 147.147799969
46 147.160536766
75 147.318755865
45 147.570150852
77 147.573705912
76 147.781924963
77 147.968914986
43 147.985088825
79 148.131718874
41 148.391365767
81 148.394916773
77 148.735584974
48 149.061593771
76 149.074556828
77 149.394630909
53 149.786750793
72 149.835172892
71 149.84117198
